id,phase,owner,area,route,screen,feature,status,new,test,acceptance
"HC-WS-038","2","Workspace engineer","Workspace: chain & analysis pane","/analyse","Payoff Diagram","Expected-move band: ±1σ shaded band on the chart with dashed edges labelled ""+1σ 85.1k"" / ""−1σ 73.9k"" (replaces the v1 -2SD…+2SD header row)","working","no","unit (pricing) · e2e (Playwright)","σ = spot × ATM IV × √(days/365) for the target date or expiry"
"HC-WS-039","2","Workspace engineer","Workspace: chain & analysis pane","/analyse","Payoff Diagram","SVG payoff chart in the direction-a style: ink at-expiry line, blue target-date curve, green/red fills, faint grid, $ axis, max profit / max loss tags at the plateaus, amber spot marker","working","no","unit (pricing) · e2e (Playwright)","Rendered from CG.analyze(points 201) over the zoomed price range; re-renders on ticks, legs, sliders, layers, theme and resize"
"HC-WS-040","2","Workspace engineer","Workspace: chain & analysis pane","/analyse","Payoff Diagram","Breakeven dashed verticals labelled 'BE 81,454'","working","no","unit (pricing) · e2e (Playwright)","One dashed line + label per breakeven inside the visible range (layer 'Breakevens')"
"HC-WS-041","2","Workspace engineer","Workspace: chain & analysis pane","/analyse","Payoff Diagram","Spot marker: amber dashed hairline with the 'SPOT 79,521' tag at the top of the chart (the only accent colour on the chart)","working","no","unit (pricing) · e2e (Playwright) · security","Drawn at the live futures price; the pill sits above the plot area"
"HC-WS-042","2","Workspace engineer","Workspace: chain & analysis pane","/analyse","Payoff Diagram","Faint open-interest bars per strike (call + put combined) along the bottom of the chart with a tooltip per bar","working","no","e2e (Playwright)","Bars from CG.chain(asset, expiry) rows inside the visible range, scaled to 40% of the plot height; hover title shows strike and OI"
"HC-WS-043","2","Workspace engineer","Workspace: chain & analysis pane","/analyse","Payoff Diagram","±1σ band with dashed edges (see the expected-move band entry)","working","no","e2e (Playwright)","Layer ""sd""; the ±2σ guides of v1 were dropped in favour of the labelled ±1σ band"
"HC-WS-044","2","Workspace engineer","Workspace: chain & analysis pane","/analyse","Payoff Diagram","Target-price marker: dashed blue line, dot on the target-date curve and a '+$1.7 @ 81,921' label; clicking the chart sets the target price","working","no","e2e (Playwright)","AN.targetPrice; emits analyse:target"
"HC-WS-045","2","Workspace engineer","Workspace: chain & analysis pane","/analyse","Payoff Diagram","Hover crosshair with tooltip '16 Sep @ 82,879 +4.2% · +$2.28 · exp +$5.33'","working","no","unit (pricing) · e2e (Playwright) · security","mousemove over the plot snaps to the nearest sample, moves the crosshair + dots on both curves and positions an HTML tooltip; survives live re-renders"
"HC-WS-046","2","Workspace engineer","Workspace: chain & analysis pane","/analyse","Payoff Diagram","Spot-zone readout ('Spot now ✓ profit zone / ✗ loss zone') in the Analytics strip (replaces the v1 chart footer)","working","no","unit (pricing) · e2e (Playwright)","P&L at spot at expiry from CG.analyze"
"HC-WS-047","2","Workspace engineer","Workspace: chain & analysis pane","/analyse","Payoff Diagram","Target price slider: '− 81,900 +3.0% +' value, amber SPOT tick on the track, fill, knob and five price ticks","working","no","unit (pricing) · e2e (Playwright)","Hidden native range over a custom track; steps move by 1/5 of the strike step; range follows the zoom"
"HC-WS-048","2","Workspace engineer","Workspace: chain & analysis pane","/analyse","Payoff Diagram","Target date slider: 'Today · 06 Sep · 19d left' / 'Wed 16 Sep · 9d left', ‹ › day steps, ticks Today · mid dates · Expiry","working","no","e2e (Playwright)","AN.targetDays 0…max DTE of the legs; legend and tooltips show the chosen date"
"HC-WS-049","2","Workspace engineer","Workspace: chain & analysis pane","/analyse","Payoff Diagram","Automatic re-rendering on price ticks, leg changes, asset / expiry / currency / lot-size changes, density, theme and pane resize","working","no","e2e (Playwright)","CG.on('tick' | 'analyse:legs-changed' | 'asset' | 'currency-settings-changed'), window resize and a ResizeObserver on the chart host"
"HC-WS-050","2","Workspace engineer","Workspace: chain & analysis pane","/analyse","Payoff · Analytics strip","Max profit with ROI → 'Max ROI 6% on margin' in the Analytics strip under the tiles (merged from the v1 Analytics tab)","working","no","unit (pricing) · e2e (Playwright)","ROI = max profit / margin; ∞ when unlimited"
"HC-WS-051","2","Workspace engineer","Workspace: chain & analysis pane","/analyse","Payoff · Analytics strip","Max loss as % of capital → 'Margin $94 · risk 5%' in the Analytics strip","working","no","unit (pricing) · e2e (Playwright) · api contract","Loss % = |max loss| / required margin; 'Unlimited' when infinite"
"HC-WS-052","2","Workspace engineer","Workspace: chain & analysis pane","/analyse","Payoff · Analytics strip","Expected required margin → 'Margin $94.38' in the Analytics strip and 'Margin est.' in the greeks strip","working","no","unit (pricing) · e2e (Playwright)","CG.analyze(...).margin"
"HC-WS-053","2","Workspace engineer","Workspace: chain & analysis pane","/analyse","Payoff · Analytics strip","Breakeven points → Breakeven tile ('79,966 · +0.6% from spot', or two values) plus 'Spot now ✓/✗ zone' in the strip","working","no","unit (pricing) · e2e (Playwright) · security","Title switches Point/Points by count; zone from the expiry P&L at the live spot"
"HC-WS-054","2","Workspace engineer","Workspace: chain & analysis pane","/analyse","Payoff · Analytics strip","R/R with grade → 'R:R 1.15 balanced' (✓ favorable ≥2 / balanced ≥1 / high risk / unlimited exposure) in the strip and the R : R tile","working","no","e2e (Playwright)","rewardRisk from CG.analyze; unlimited profit shows 'Unlimited', unlimited loss shows 'Unlimited exposure'"
"HC-WS-055","2","Workspace engineer","Workspace: chain & analysis pane","/analyse","Payoff · Analytics strip","Probability of profit with grade → 'POP 47.7% moderate' (✓ high ≥60 / moderate ≥40 / low) in the strip and the POP tile","working","no","unit (pricing) · e2e (Playwright)","Lognormal POP from CG.analyze (green ≥50%, red below)"
"HC-WS-056","2","Workspace engineer","Workspace: chain & analysis pane","/analyse","Payoff · Analytics strip","Win if price → 'Win if > 79,966' / '77,660 – 81,341' / '< a or > b' / 'any price' in the strip","working","no","unit (pricing) · e2e (Playwright)","Derived from the breakevens and the sign of the expiry P&L on each side"
"HC-WS-057","2","Workspace engineer","Workspace: chain & analysis pane","/analyse","Payoff · Analytics strip","Net premium → 'Net debit $4.66 · 465.8 / BTC' tile (credit / debit label switches)","working","no","unit (pricing) · e2e (Playwright)","Signed net premium from CG.analyze"
"HC-WS-058","2","Workspace engineer","Workspace: chain & analysis pane","/analyse","Payoff · Analytics strip","Max ROI → 'Max ROI 6% on margin' in the strip","working","no","unit (pricing) · e2e (Playwright)","Max profit / required margin (Unlimited when infinite)"
"HC-WS-059","2","Workspace engineer","Workspace: chain & analysis pane","/analyse","Greeks","Greeks tab tiles: Total Delta (directional exposure) · Total Gamma (Δ change per $1) · Total Theta ($/day) · Total Vega ($ per 1% IV), hairline-separated","working","no","unit (pricing) · e2e (Playwright)","Values from CG.analyze(...).greeks: delta 4dp (coloured by sign), gamma 6dp, theta 4dp (coloured), vega 4dp"
"HC-WS-060","2","Workspace engineer","Workspace: chain & analysis pane","/analyse","Greeks","Leg-wise Greeks table: BUY/SELL · strike C/P · expiry, Lots, IV, Δ, Γ, Θ/day, ν and a 'Portfolio total' row","working","no","unit (pricing) · e2e (Playwright)","Per-leg Black-76 greeks × lots × lot size × side sign; totals match the tiles"
"HC-WS-061","2","Workspace engineer","Workspace: chain & analysis pane","/analyse","Greeks","'Understanding Greeks' explanations for Delta, Gamma, Theta and Vega","static","no","unit (pricing) · visual (screenshot diff)","Static explanatory cards (Delta and Gamma/Vega texts as in the original)"
"HC-WS-062","2","Workspace engineer","Workspace: chain & analysis pane","/analyse","Ladder","Ladder tab: P&L by underlying price with columns Price · Change from spot · At expiry · On <target date> · Status (profit / loss / breakeven / spot pills)","working","no","unit (pricing) · e2e (Playwright)","Rows every step from −20% to +20% around spot; the spot row is highlighted amber and breakeven rows are inserted (dashed); sticky header; auto-scrolls to spot"
"HC-WS-063","5","Workspace engineer","Workspace: chain & analysis pane","/analyse","Analyse workspace","Shared workspace state CG.analyse {legs, name, strategyId, asset, expiry, targetDays, targetPrice, mode, stats, setExpiry(), setRightTab(), findDelta()} and events analyse:addLeg / analyse:legs-changed / analyse:tab / analyse:set-tab / analyse:right-tab / analyse:expiry / analyse:target / analyse:stats","working","no","unit (pricing) · e2e (Playwright)","State object created here; leg mutations belong to the trading part (chain only emits analyse:addLeg, with a local fallback); the right pane re-renders on analyse:legs-changed and on every tick"
"HC-WS-064","5","Workspace engineer","Workspace: chain & analysis pane","/analyse","Analyse workspace","Tab count pills: Builder = active legs, Paper / Live = strategy counts, Journal = closed strategies","working","yes","unit (pricing) · e2e (Playwright) · security","renderCounts() on analyse:legs-changed / analyse:strategies-changed; pills hide at 0"
"HC-WS-065","5","Workspace engineer","Workspace: chain & analysis pane","/analyse","Analyse workspace","Pane collapse buttons ‹ › give either pane the full width; a ⋮ handle restores both","working","yes","unit (pricing) · e2e (Playwright)","CG.state.analyseCollapse = left | right | """"; the chart re-renders to the new width"
"HC-WS-066","5","Workspace engineer","Workspace: chain & analysis pane","/analyse","Analyse workspace","Density: comfortable rows (36px) / compact rows (28px) for the chain and the ladder","working","yes","e2e (Playwright)","root[data-density] follows CG.state.density and CG.on('density')"
"HC-WS-067","5","Workspace engineer","Workspace: chain & analysis pane","/analyse","Analyse workspace","Tab-bar micro info: 'Lot 0.001 BTC · Basis mark' (left) and 'Bull Call Spread · 25 Sep · 20 lots' (right)","working","yes","e2e (Playwright)","Rebuilt on legs / lot-size / basis changes"
"HC-WS-068","5","Workspace engineer","Workspace: chain & analysis pane","/analyse","Analyse workspace","Header stats feed: CG.emit('analyse:stats', {atmIv, ivRank, ivPercentile, expectedMove, expiry, spot, pcr, maxPain, skew25}) on show, expiry, asset and every tick; also stored in CG.analyse.stats","working","yes","unit (pricing) · e2e (Playwright)","Consumed by the chrome header (ATM IV · IV rank · expected move)"
"HC-WS-069","5","Workspace engineer","Workspace: chain & analysis pane","/analyse","Analyse workspace","Command palette commands: Switch expiry → <date> (one per expiry), Load template → <name> (skipped when the trading module registers its own), Toggle chain Greeks, Find strike by delta…, Share strategy link, Analyse → <tab>","working","yes","unit (pricing) · e2e (Playwright)","CG.palette.register({id,label,group:""Analyse"",keywords,run}) guarded; commands navigate to /analyse first when needed"
"HC-WS-070","5","Workspace engineer","Workspace: chain & analysis pane","/analyse","Analyse workspace","Keyboard shortcuts listed in the ? help: J / K, ↑ / ↓, B / S, Shift+B / Shift+S, E / Shift+E, Enter","working","yes","e2e (Playwright)","CG.shortcuts.register(key, description, handler, {group:""Analyse workspace""}) with a document fallback when the registry is absent"
"HC-WS-071","5","Workspace engineer","Workspace: chain & analysis pane","/analyse","Options chain","Mirrored column order: Δ · OI · Bid/IV · Mark/IV · Ask/IV | Strike | Ask/IV · Mark/IV · Bid/IV · OI · Δ (price triplet inboard, Δ and OI outboard) with Δ visible by default at 2dp","working","yes","unit (pricing) · e2e (Playwright) · api contract · security","DEFAULT_ORDER / ESSENTIALS in the column model; column settings still reorder from the strike outward"
"HC-WS-072","5","Workspace engineer","Workspace: chain & analysis pane","/analyse","Options chain","Strike range control ±6 / ±12 / all in the chain toolbar","working","yes","e2e (Playwright)","CG.state.chainRange; the header hint and footer count follow"
"HC-WS-073","5","Workspace engineer","Workspace: chain & analysis pane","/analyse","Options chain","Greeks expand toggle adds Γ Θ ν columns next to Δ on both sides","working","yes","unit (pricing) · e2e (Playwright)","setGreeksCols() edits the column state (persisted) and re-renders; chip state mirrors the columns"
"HC-WS-074","5","Workspace engineer","Workspace: chain & analysis pane","/analyse","Options chain","Find strike by Δ chips (10Δ · 16Δ · 25Δ · 50Δ): scrolls to the call and put strikes nearest that delta, pulses both rows, highlights the call strike and toasts the pair","working","yes","unit (pricing) · e2e (Playwright)","nearestDelta() over the full chain; widens the strike range when the hits fall outside it; the palette command opens a dialog with a custom Δ input"
"HC-WS-075","5","Workspace engineer","Workspace: chain & analysis pane","/analyse","Options chain","Spot hairline between the two strikes bracketing spot with a 'SPOT 79,521' tag; ATM row as a single amber band","working","yes","e2e (Playwright)","A zero-height spot row is inserted after the last strike ≤ spot and moves on ticks; the neighbouring strike cells get extra padding so the tag never covers a label"
"HC-WS-076","5","Workspace engineer","Workspace: chain & analysis pane","/analyse","Options chain","Row height 36px (28px compact), IV 1dp under 1dp prices, Δ 2dp, OI integers with thousands separators","working","yes","unit (pricing) · e2e (Playwright)","Fixed precision per column"
"HC-WS-077","5","Workspace engineer","Workspace: chain & analysis pane","/analyse","Options chain","Two-line expiry chips '25 Sep / 21d' with an amber dot on expiries that hold legs; scroll arrows appear only on overflow","working","yes","e2e (Playwright)","Behaves as in the v2 mock."
"HC-WS-078","5","Workspace engineer","Workspace: chain & analysis pane","/analyse","Options chain","Keyboard highlight row (amber outline) also shows the B / S controls; hovering another row moves the highlight","working","yes","e2e (Playwright)","tr.hl styling; hover sync keeps mouse and keyboard in step"
"HC-WS-079","5","Workspace engineer","Workspace: chain & analysis pane","/analyse","Options chain","Header group row hints: ""ITM shaded · strikes ±12"" and ""Δ per contract""","working","yes","e2e (Playwright)","Behaves as in the v2 mock."
"HC-WS-080","5","Workspace engineer","Workspace: chain & analysis pane","/analyse","Options chain","Footer additions: Skew 25Δ (IV put − IV call at 25Δ) and Fwd (from ATM put-call parity)","working","yes","unit (pricing) · e2e (Playwright)","Behaves as in the v2 mock."
"HC-WS-081","5","Workspace engineer","Workspace: chain & analysis pane","/analyse","Payoff","Analytics strip under the tiles (merged Analytics tab): POP with grade · R:R with grade · Max ROI · Margin with risk % · Win if · Spot now zone","working","yes","unit (pricing) · e2e (Playwright)","Wraps to a second line on narrow panes"
"HC-WS-082","5","Workspace engineer","Workspace: chain & analysis pane","/analyse","Payoff","Chart restyled to the reference: ink expiry line, blue target curve, green/red fills, amber SPOT tag + dashed hairline, ±1σ dashed edges with labels, faint OI bars, BE labels, max profit / max loss tags","working","yes","e2e (Playwright)","Behaves as in the v2 mock."
"HC-WS-083","5","Workspace engineer","Workspace: chain & analysis pane","/analyse","Payoff","IV −5% and IV +5% layers: dashed blue target-date curves computed with CG.analyze(legs, asset, {ivShift:±0.05})","working","yes","unit (pricing) · e2e (Playwright)","Chips + layers popover; persisted in CG.state.chartLayers"
"HC-WS-084","5","Workspace engineer","Workspace: chain & analysis pane","/analyse","Payoff","Target marker '+$1.7 @ 81,921' on the curve; clicking the chart sets the target price","working","yes","e2e (Playwright)","setTargetPrice(price, true)"
"HC-WS-085","5","Workspace engineer","Workspace: chain & analysis pane","/analyse","Payoff","Sliders restyled: custom track with fill, knob, amber SPOT tick with label, five price ticks; date ticks Today · mid dates · Expiry","working","yes","unit (pricing) · e2e (Playwright)","Behaves as in the v2 mock."
"HC-WS-086","5","Workspace engineer","Workspace: chain & analysis pane","/analyse","Payoff","Net greeks strip under the sliders: Net Δ · Net Γ · Net Θ / day · Net ν / 1% IV · Margin est. · 'USD per strategy · 20 lots · mark basis'","working","yes","unit (pricing) · e2e (Playwright)","Behaves as in the v2 mock."
"HC-WS-087","5","Workspace engineer","Workspace: chain & analysis pane","/analyse","Payoff","Tooltip format '16 Sep @ 82,879 +4.2% · +$2.28 · exp +$5.33'","working","yes","e2e (Playwright)","Behaves as in the v2 mock."
"HC-WS-088","5","Workspace engineer","Workspace: chain & analysis pane","/analyse","Scenarios","Price × date P&L matrix: rows −10% … +10% in 2% steps (or ±20% in 4% steps), columns today · +25% · +50% · +75% · expiry−1d · expiry, cells shaded by magnitude with mono values","working","yes","unit (pricing) · e2e (Playwright)","Each cell = CG.analyze(…, {targetDays, spot, min:S, max:S}).pnlTarget; rows carry a SPOT label"
"HC-WS-089","5","Workspace engineer","Workspace: chain & analysis pane","/analyse","Scenarios","Mode toggle P&L | Δ | Θ re-computes the grid as position delta or theta per day at each price × date","working","yes","unit (pricing) · e2e (Playwright)","positionGreeksAt(legs, S, daysElapsed, ivShift) re-prices every leg with Black-76"
"HC-WS-090","5","Workspace engineer","Workspace: chain & analysis pane","/analyse","Scenarios","IV shift slider −20% … +20% re-computes the grid through CG.analyze(…, {ivShift})","working","yes","unit (pricing) · e2e (Playwright)","Debounced; persisted in CG.state.scnIv"
"HC-WS-091","5","Workspace engineer","Workspace: chain & analysis pane","/analyse","Scenarios","Target cell (nearest to the slider target price and date) is outlined; its row / column headers are emphasised; clicking a cell sets the target price and date","working","yes","e2e (Playwright)","Round-trips through setTargetPrice / setTargetDays"
"HC-WS-092","5","Workspace engineer","Workspace: chain & analysis pane","/analyse","Scenarios","Smooth toggle renders the same grid as a bilinearly interpolated canvas heat field with column separators, dashed zero (breakeven) contour, amber spot line and the target outline","working","yes","unit (pricing) · e2e (Playwright)","ImageData interpolation between cell centres; colours read from the theme tokens so both themes work"
"HC-WS-093","5","Workspace engineer","Workspace: chain & analysis pane","/analyse","Scenarios","Hover tooltip on cells and on the canvas ('81,129 · 16 Sep · +1.1'; canvas values are interpolated)","working","yes","e2e (Playwright)","Behaves as in the v2 mock."
"HC-WS-094","5","Workspace engineer","Workspace: chain & analysis pane","/analyse","Vol","Smile · <expiry>: mark IV across the 41 strikes with the strategy's strikes as amber dots, spot hairline, ATM IV and 25Δ skew readout","working","yes","unit (pricing) · e2e (Playwright)","From CG.chain(asset, expiry); re-renders on expiry changes"
"HC-WS-095","5","Workspace engineer","Workspace: chain & analysis pane","/analyse","Vol","Term structure: ATM IV per expiry across CG.EXPIRIES as bars (active expiry amber, click a bar to switch expiry) with contango / backwardation note","working","yes","unit (pricing) · e2e (Playwright)","Behaves as in the v2 mock."
"HC-WS-096","5","Workspace engineer","Workspace: chain & analysis pane","/analyse","Vol","IV rank (1y): rank, percentile, current, 1y low / high on a gauge with an interpretation line","working","yes","unit (pricing) · e2e (Playwright)","Generated 365-day ATM IV history (mean-reverting log process seeded per asset, pinned to the current ATM IV)"
"HC-WS-097","5","Workspace engineer","Workspace: chain & analysis pane","/analyse","Vol","Realised vs implied: 30-day realised vol (from a generated price series) vs the ATM IV history over 365 days, with the IV − RV spread","working","yes","unit (pricing) · e2e (Playwright)","Behaves as in the v2 mock."
"HC-WS-098","5","Workspace engineer","Workspace: chain & analysis pane","/analyse","Structure","Max pain: amber marker + label over call / put OI bars per strike (±12 around ATM) with spot hairline and strategy-strike ticks","working","yes","unit (pricing) · e2e (Playwright)","Max pain = strike minimising Σ call OI × max(K − Ki, 0) + put OI × max(Ki − K, 0)"
"HC-WS-099","5","Workspace engineer","Workspace: chain & analysis pane","/analyse","Structure","Put / call ratio for open interest and 24h volume with call/put share bars and a positioning note","working","yes","e2e (Playwright)","Behaves as in the v2 mock."
"HC-WS-100","5","Workspace engineer","Workspace: chain & analysis pane","/analyse","Structure","Gamma exposure (GEX) profile: Σ γ × OI × lot × spot² × 1% per strike (calls +, puts −) as signed bars with a zero line, net GEX and the gamma-flip strike","working","yes","unit (pricing) · e2e (Playwright)","Behaves as in the v2 mock."
"HC-WS-101","5","Workspace engineer","Workspace: chain & analysis pane","/analyse","Greeks","Position Δ and Θ across the price axis: two small charts (re-pricing every leg at 49 prices ±20% around spot on the target date) with strike dots and the spot hairline","working","yes","e2e (Playwright)","Behaves as in the v2 mock."
"HC-WS-102","5","Workspace engineer","Workspace: chain & analysis pane","/analyse","Greeks","Greeks tab restyled: hairline tiles, mono table (Θ and ν in currency), compact explanations","working","yes","unit (pricing) · e2e (Playwright)","Behaves as in the v2 mock."
"HC-WS-103","5","Workspace engineer","Workspace: chain & analysis pane","/analyse","Ladder","Step selector (250 / 500 / 1000 for BTC; ½× / 1× / 2× the strike step for other assets)","working","yes","e2e (Playwright)","CG.state.ladderStep"
"HC-WS-104","5","Workspace engineer","Workspace: chain & analysis pane","/analyse","Ladder","'At expiry' and 'On <target date>' P&L columns, 'Change from spot', status pills; spot row highlighted amber; breakeven rows inserted; sticky header; auto-scroll to spot","working","yes","unit (pricing) · e2e (Playwright)","Behaves as in the v2 mock."
"HC-WS-105","5","Workspace engineer","Workspace: chain & analysis pane","/analyse","Share","Share button in the pane header copies a link (origin + path + #/s/<base64url {a, l:[[type,side,strike,expiry,lots,price]…], n}>) and opens a dialog with the link, Copy button, legs and max profit / loss / POP","working","yes","unit (pricing) · e2e (Playwright)","navigator.clipboard with an execCommand fallback; toasts ""Link copied"""
"HC-WS-106","5","Workspace engineer","Workspace: chain & analysis pane","/analyse","Share","/s/:code route (no auth): decodes the link, loads the legs into CG.analyse, toasts ""Strategy loaded from link"" and navigates to /analyse; logged-out visitors get a preview card (legs, max profit / loss, POP) with ""Open in Analyse"" and ""Sign in""; invalid codes show an error card","working","yes","unit (pricing) · e2e (Playwright)","Registered as <section data-route=""/s/:code"" data-title=""Shared strategy"">"
"HC-WS-107","1","Workspace engineer","Workspace: chain & analysis pane","/analyse","Analyse workspace","Phase 1 live chain shell: expiries discovered from the gateway (fallback list only when it exposes none); the chain lists exactly the strikes the venue instrument list holds for the selected expiry, marks the ATM row and shows FEED LIVE / stale from the gateway sequence numbers","working","no","unit (pricing) · e2e (Playwright) · security","apps/web ChainPanel + ChainTable over the gateway reducer; strikes never come from a fixed step (ADR-006)"
"HC-WS-108","1","Workspace engineer","Workspace: chain & analysis pane","/analyse","Analyse workspace","Phase 1 chain rows: strike, call and put marks from the coalesced gateway deltas, one row per venue strike (no synthetic strikes, no gaps filled)","working","no","unit (pricing) · e2e (Playwright)","ChainTable renders the reducer state; q frames patch only changed fields"
"HC-WS-109","5","Workspace engineer","Workspace: chain & analysis pane","/analyse","Payoff Diagram","Multi-expiry positions (calendars, diagonals) value their expiry figures at the nearest expiry","working","yes","unit (pricing) · e2e (Playwright)","When the option legs span more than one expiry the payoff pane values max profit, max loss, break-evens and POP at the nearest expiry with the later legs keeping their time value (the calendar convention); the strip says “Expiry figures on <date> · later legs keep time value”; a settled expiry is skipped; single-expiry positions keep the exact intrinsic curve; two legs across expiries are named Call / Put Calendar (same strike) or Diagonal; the built-in calendar templates take their far leg from the next listed expiry’s chain (its strike and mark used to come from the near chain)"
"HC-TR-001","2","Trading engineer","Builder, paper & live trading, journal","/analyse","Analyse · Strategy panel (Builder)","Strategy panel sub-tabs: Builder | Templates","working","no","e2e (Playwright)","Two line-tabs at the top of the Strategy left-pane panel; switch the visible sub-view (data-tour builder-tab / templates-tab)"
"HC-TR-002","2","Trading engineer","Builder, paper & live trading, journal","/analyse","Analyse · Strategy panel (Builder)","Strategy Legs card header with asset chip and leg count","working","no","e2e (Playwright)","Card title 'Strategy Legs' + current asset badge + 'N legs' counter, wrapped in data-tour=""strategy-legs"""
"HC-TR-003","3","Trading engineer","Builder, paper & live trading, journal","/analyse","Analyse · Strategy panel (Builder)","Price-mode toggle 'Live price' ↔ 'Custom price'","working","no","unit (pricing) · e2e (Playwright) · security","Pill button toggles CG.analyse.mode; live mode re-quotes every leg from CG.quote on each tick (cells flash, title 'Price updated by live feed'); custom mode turns the Price column into editable inputs (title 'Click to edit custom price'). Tooltips: 'Live prices from Delta Exchange (auto-updated). Paper trade will use these prices.' / 'Static/custom prices (editable). Paper trade will use your entered prices.'; shows 'Connecting...' when the live feed is off"
"HC-TR-004","2","Trading engineer","Builder, paper & live trading, journal","/analyse","Analyse · Strategy panel (Builder)","Basket switch","working","no","e2e (Playwright)","Switch with tooltip 'Basket on: quantity and custom-price changes apply to every leg' / 'Basket off: each leg keeps its own quantity and price'; when on, a qty or custom-price edit on one leg is applied to all legs"
"HC-TR-005","2","Trading engineer","Builder, paper & live trading, journal","/analyse","Analyse · Strategy panel (Builder)","New button","working","no","e2e (Playwright)","Resets the builder (legs, name, edited strategy, price mode) and toasts 'New strategy'"
"HC-TR-006","2","Trading engineer","Builder, paper & live trading, journal","/analyse","Analyse · Strategy panel (Builder)","Clear button","working","no","e2e (Playwright)","Removes all legs (toast 'Cleared'); toasts 'No legs · Nothing to clear' when empty"
"HC-TR-007","2","Trading engineer","Builder, paper & live trading, journal","/analyse","Analyse · Strategy panel (Builder)","Strategy name input 'Strategy name...'","working","no","e2e (Playwright)","Bound to CG.analyse.name; typing marks the strategy dirty; shows the status badge + id of the strategy being edited"
"HC-TR-008","2","Trading engineer","Builder, paper & live trading, journal","/analyse","Analyse · Strategy panel (Builder)","Legs table columns Side / Type / Strike / Expiry / Qty / Unit / Price / Action","working","no","unit (pricing) · e2e (Playwright) · security","Rendered from CG.analyse.legs; Strike carries an (ATM)/(ITM)/(OTM) tag computed against the live spot; Expiry shows the contract code or 'Perpetual' for futures; Unit is LOTS"
"HC-TR-009","2","Trading engineer","Builder, paper & live trading, journal","/analyse","Analyse · Strategy panel (Builder)","Side badge click toggles BUY ↔ SELL","working","no","unit (pricing) · e2e (Playwright)","Clicking the BUY/SELL badge flips the leg side and emits analyse:legs-changed; disabled (with tooltip) on legs of an already-active strategy"
"HC-TR-010","3","Trading engineer","Builder, paper & live trading, journal","/analyse","Analyse · Strategy panel (Builder)","Type badge CALL / PUT / FUTURE + ADJUSTMENT badge + Closed badge","working","no","e2e (Playwright)","Coloured type badge; adjustment legs show a purple ADJUSTMENT badge; squared-off legs show 'Closed' and a dimmed row"
"HC-TR-011","2","Trading engineer","Builder, paper & live trading, journal","/analyse","Analyse · Strategy panel (Builder)","Qty input (lots)","working","no","unit (pricing) · e2e (Playwright)","Number input per leg; change updates leg.lots (or every leg when Basket is on), recomputes Net Premium / Margin and emits analyse:legs-changed"
"HC-TR-012","3","Trading engineer","Builder, paper & live trading, journal","/analyse","Analyse · Strategy panel (Builder)","Live price cell (mono) with tick flash","working","no","unit (pricing) · e2e (Playwright) · security","On every CG 'tick' the mark price from CG.quote is written into the cell with a green/red flash animation"
"HC-TR-013","2","Trading engineer","Builder, paper & live trading, journal","/analyse","Analyse · Strategy panel (Builder)","Delete this leg action","working","no","e2e (Playwright)","Trash icon (title 'Delete this leg') removes the leg from the builder"
"HC-TR-014","3","Trading engineer","Builder, paper & live trading, journal","/analyse","Analyse · Strategy panel (Builder)","Square off this leg action (active strategies)","working","no","unit (pricing) · e2e (Playwright) · security","When the builder holds an active PAPER/LIVE strategy the action column shows a square-off icon (title 'Square off this leg') that opens the Square Off Position dialog"
"HC-TR-015","2","Trading engineer","Builder, paper & live trading, journal","/analyse","Analyse · Strategy panel (Builder)","Select from Chain button","working","no","unit (pricing) · e2e (Playwright) · security","Opens the 'Select Option from Chain' modal (title 'Select option from live options chain', data-tour=""add-leg-button""); disabled with title 'Maximum 8 fresh legs reached' / 'Maximum 10 active legs reached' when the limit is hit"
"HC-TR-016","2","Trading engineer","Builder, paper & live trading, journal","/analyse","Analyse · Strategy panel (Builder)","+ Future button (Add Futures Contract)","working","no","e2e (Playwright)","Opens the Add Futures Contract dialog; same leg-limit disabling as Select from Chain; 'Leg limit reached' hint appears when full"
"HC-TR-017","2","Trading engineer","Builder, paper & live trading, journal","/analyse","Analyse · Strategy panel (Builder)","Leg limits: 8 legs for a new strategy, 10 active legs when editing an active one","working","no","unit (pricing) · e2e (Playwright)","T.addLeg / analyse:addLeg enforce the limits and toast 'Limit Reached · Maximum 8 legs allowed for new strategy' or 'Limit Reached · Maximum 10 active legs allowed per strategy'"
"HC-TR-018","2","Trading engineer","Builder, paper & live trading, journal","/analyse","Analyse · Strategy panel (Builder)","Legs added from the options chain (CG event analyse:addLeg)","working","no","e2e (Playwright)","Chain B/S clicks emit analyse:addLeg; the builder normalises the leg (price from CG.quote, symbol, lots), appends it, toasts 'Leg Added' and emits analyse:legs-changed + cg-tour:leg-added"
"HC-TR-019","2","Trading engineer","Builder, paper & live trading, journal","/analyse","Analyse · Strategy panel (Builder)","Footer stats 'Net Premium: +$x Credit / −$x Debit' and 'Margin: $x'","working","no","unit (pricing) · e2e (Playwright)","Computed with CG.analyze on the open legs; refreshed on every tick and every legs change; formatted with CG.fmt.money (INR toggle aware)"
